model,base_model,reasoning,family,language,puzzle,truncated,n_correct_cells,n_cells,solved,params_b,log10_resource
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,280,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,697,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,490,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,211,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,453,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,666,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,884,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,507,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,233,0,5,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,432,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,1017,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,568,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,156,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,844,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,259,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,79,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,556,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,598,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,312,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,198,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,676,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,835,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,171,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,32,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,778,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,132,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,141,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,71,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,290,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,742,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,64,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,302,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,689,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,618,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,578,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,638,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,94,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,148,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,22,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,286,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,35,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,586,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,109,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,66,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,749,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,626,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,811,0,5,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,416,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,694,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,127,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,254,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,633,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,441,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,183,0,5,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,708,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,577,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,452,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,567,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,449,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,485,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,330,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,786,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,482,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,964,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,161,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,542,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,352,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,292,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,266,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,863,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,926,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,249,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,365,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,317,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,130,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,791,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,369,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,9,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,790,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,248,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,648,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,166,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,264,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,296,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,98,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,235,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,182,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,384,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,893,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,933,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,491,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,256,0,6,6,1,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,866,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,289,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,540,0,6,6,1,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,212,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,439,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,687,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,702,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,717,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,522,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,150,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,519,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,990,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,795,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,760,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,915,0,1,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,406,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,745,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,561,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,547,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,960,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,413,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,306,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,520,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,963,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,852,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,480,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,737,0,3,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,395,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,944,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,935,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,358,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,153,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,510,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,890,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,549,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,189,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,411,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,573,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,34,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,250,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,993,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,342,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,293,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,422,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,450,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,727,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,116,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,355,0,6,6,1,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,434,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,129,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,883,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,475,0,1,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,196,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,607,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,1020,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,415,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,875,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,750,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,983,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,433,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,682,0,6,6,1,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,1006,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,995,0,3,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,862,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,404,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,333,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,763,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,41,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,412,0,6,6,1,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,43,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,802,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,57,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,262,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,579,0,5,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,99,0,6,6,1,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,632,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,392,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,51,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,925,0,3,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,341,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,299,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,281,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,879,0,1,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,822,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,285,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,488,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,190,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,92,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,357,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,11,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,723,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,887,0,6,6,1,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,615,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,747,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,630,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,916,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,532,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,595,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,550,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,724,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,157,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,401,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,659,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,818,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,748,0,3,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,928,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,823,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,339,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,505,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,210,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,888,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,28,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,685,0,1,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,375,0,5,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,828,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,108,0,5,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,667,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,793,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,410,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,673,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,909,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,48,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,774,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,133,0,5,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,957,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,706,0,1,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,948,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,425,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,734,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,1013,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,294,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,4,0,1,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,628,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,954,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,1010,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,744,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,701,0,0,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,721,0,2,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,788,0,4,6,0,4.66,7.5967
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,nld,38,0,4,6,0,4.66,7.5967
